case_id,trial,negative,status,decision,code_passed,judgement,overall_passed,turns,tokens_in,tokens_out,cost_usd,failures
CLM-8842,1,False,completed,approve_in_principle,True,pending,False,6,15928,1160,0.0017997,
CLM-8850,1,False,completed,approve_in_principle,True,pending,False,5,12096,727,0.00131285,
CLM-8861,1,False,completed,approve_in_principle,True,pending,False,5,12622,945,0.001435175,
CLM-8874,1,False,completed,approve_in_principle,True,pending,False,5,12225,773,0.0013402375,
CLM-8888,1,True,record_mismatch,request_document,False,not_reviewable,False,6,15479,1150,0.0017569125,execution not completed: record_mismatch; write/final mismatch: lines
CLM-8888,2,True,record_mismatch,request_document,False,not_reviewable,False,5,12773,1132,0.0015138374999999998,execution not completed: record_mismatch; write/final mismatch: lines
CLM-8888,3,True,record_mismatch,request_document,False,not_reviewable,False,6,15493,1144,0.0017560375,execution not completed: record_mismatch; write/final mismatch: lines
CLM-8894,1,True,completed,request_document,False,pending,False,5,12187,878,0.0013736624999999998,missing core coverage evidence
CLM-8894,2,True,error,,False,not_reviewable,False,3,6844,494,0.00077175,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 29881: missing line occurrence; 29881: missing preauth lookup; wrong named missing item / line / service date
CLM-8894,3,True,error,,False,not_reviewable,False,4,9525,842,0.0011281375,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 29881: missing line occurrence; wrong named missing item / line / service date
CLM-8901,1,True,error,,False,not_reviewable,False,3,6810,515,0.0007761249999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 45378: missing line occurrence; wrong named missing item / line / service date
CLM-8901,2,True,error,,False,not_reviewable,False,3,6810,594,0.000803775,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 45378: missing line occurrence; wrong named missing item / line / service date
CLM-8901,3,True,error,,False,not_reviewable,False,3,6810,706,0.0008429749999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 45378: missing line occurrence; wrong named missing item / line / service date
CLM-8910,1,True,error,,False,not_reviewable,False,3,6951,987,0.0009536624999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8910,2,True,error,,False,not_reviewable,False,3,6951,775,0.0008794625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8910,3,True,error,,False,not_reviewable,False,4,9615,505,0.0010180624999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8917,1,True,error,,False,not_reviewable,False,3,6805,532,0.0007816374999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8917,2,True,error,,False,not_reviewable,False,3,6805,609,0.0008085874999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8917,3,True,error,,False,not_reviewable,False,3,6805,530,0.0007809375,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8925,1,True,error,,False,not_reviewable,False,3,7041,1305,0.0010728374999999998,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8925,2,True,error,,False,not_reviewable,False,3,7041,1252,0.0010542874999999998,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8925,3,True,error,,False,not_reviewable,False,3,7041,1230,0.0010465875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; policy evidence missing
CLM-8933,1,True,completed,escalate,True,pending,False,4,9330,413,0.000960925,
CLM-8933,2,True,completed,escalate,True,pending,False,4,9348,463,0.00098,
CLM-8933,3,True,error,,False,not_reviewable,False,2,4692,118,0.00045185,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient; duplicate evidence missing
CLM-8941,1,True,completed,escalate,True,pending,False,4,9464,522,0.0010108,
CLM-8941,2,True,error,,False,not_reviewable,False,2,4375,236,0.00046541249999999996,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8941,3,True,completed,escalate,True,pending,False,3,6712,319,0.0006989499999999999,
CLM-8952,1,True,not_recorded,approve_in_principle,False,not_reviewable,False,4,9472,549,0.00102095,execution not completed: not_recorded; wrong decision; expected one actual gated write; missing read/write evidence; wrong escalation trigger; wrong escalation recipient
CLM-8952,2,True,completed,approve_in_principle,False,pending,False,5,12267,808,0.0013561624999999997,wrong decision; wrong escalation trigger; wrong escalation recipient
CLM-8952,3,True,completed,approve_in_principle,False,pending,False,5,12276,829,0.0013643,wrong decision; wrong escalation trigger; wrong escalation recipient
CLM-8960,1,False,completed,approve_in_principle,True,pending,False,5,12968,970,0.0014742,
CLM-8971,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,4,9252,506,0.00098665,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-16001,1,False,record_mismatch,approve_in_principle,False,not_reviewable,False,5,12913,1013,0.0014844375,execution not completed: record_mismatch; write/final mismatch: lines
CLM-16002,1,False,completed,approve_in_principle,True,pending,False,6,14971,837,0.0016029124999999997,
CLM-16003,1,False,error,,False,not_reviewable,False,3,6905,639,0.0008278374999999998,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 45378: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16004,1,False,error,,False,not_reviewable,False,3,7046,782,0.0008902249999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 99213: missing line occurrence; line[1] 70553: missing line occurrence; line[2] 15823: missing line occurrence; wrong approved_total; wrong refused_total
