case_id,trial,negative,status,decision,code_passed,judgement,overall_passed,turns,tokens_in,tokens_out,cost_usd,failures
CLM-8842,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-8850,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8861,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-8874,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8888,1,True,not_recorded,request_document,False,not_reviewable,False,7,5600,420,0.0007280000000000001,execution not completed: not_recorded; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; 62480: missing preauth lookup
CLM-8888,2,True,not_recorded,request_document,False,not_reviewable,False,7,5600,420,0.0007280000000000001,execution not completed: not_recorded; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; 62480: missing preauth lookup
CLM-8888,3,True,not_recorded,request_document,False,not_reviewable,False,7,5600,420,0.0007280000000000001,execution not completed: not_recorded; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; 62480: missing preauth lookup
CLM-8894,1,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-8894,2,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-8894,3,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-8901,1,True,completed,request_document,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8901,2,True,completed,request_document,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8901,3,True,completed,request_document,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8910,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8910,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8910,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8917,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8917,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8917,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8925,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8925,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8925,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8933,1,True,completed,escalate,True,pending,False,4,3200,240,0.00041600000000000003,
CLM-8933,2,True,completed,escalate,True,pending,False,4,3200,240,0.00041600000000000003,
CLM-8933,3,True,completed,escalate,True,pending,False,4,3200,240,0.00041600000000000003,
CLM-8941,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8941,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8941,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-8952,1,True,completed,escalate,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8952,2,True,completed,escalate,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8952,3,True,completed,escalate,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8960,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-8971,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16001,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16002,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16003,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16004,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16005,1,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16005,2,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16005,3,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16101,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16102,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16103,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16104,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16105,1,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16105,2,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16105,3,True,completed,request_document,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16201,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16202,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16203,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16204,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16205,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16205,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16205,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16301,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16302,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16303,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16304,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16305,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16305,2,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16305,3,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
CLM-16401,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16402,1,False,completed,approve_in_principle,True,pending,False,6,4800,360,0.0006240000000000001,
CLM-16403,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16404,1,False,completed,approve_in_principle,True,pending,False,7,5600,420,0.0007280000000000001,
CLM-16405,1,True,completed,escalate,True,pending,False,5,4000,300,0.0005200000000000001,
