case_id,trial,negative,status,decision,code_passed,judgement,overall_passed,turns,tokens_in,tokens_out,cost_usd,failures
CLM-8842,1,False,error,,False,not_reviewable,False,8,23116,1646,0.00297,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; write/final mismatch: decision; write/final mismatch: reason; write/final mismatch: evidence; write/final mismatch: lines; write/final mismatch: approved_total; write/final mismatch: refused_total; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 47120: missing line occurrence; line[1] 62480: missing line occurrence; line[2] 31255: missing line occurrence; wrong approved_total; wrong refused_total
CLM-8850,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,7,18681,1041,0.0022845,execution not completed: not_recorded; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence
CLM-8861,1,False,error,,False,not_reviewable,False,7,19210,1158,0.0023842,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 27447: missing line occurrence; line[1] 80053: missing line occurrence; wrong approved_total; wrong refused_total
CLM-8874,1,False,error,,False,not_reviewable,False,6,15942,1284,0.0021078,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 70553: missing line occurrence; 70553: missing check_documents; wrong approved_total; wrong refused_total
CLM-8888,1,True,stopped,,False,not_reviewable,False,8,21889,970,0.0025769,execution not completed: stopped; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 47120: missing line occurrence; line[1] 62480: missing line occurrence; line[2] 31255: missing line occurrence; wrong named missing item / line / service date
CLM-8888,2,True,stopped,,False,not_reviewable,False,8,21889,970,0.0025769,execution not completed: stopped; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 47120: missing line occurrence; line[1] 62480: missing line occurrence; line[2] 31255: missing line occurrence; wrong named missing item / line / service date
CLM-8888,3,True,stopped,,False,not_reviewable,False,8,21889,970,0.0025769,execution not completed: stopped; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 47120: missing line occurrence; line[1] 62480: missing line occurrence; line[2] 31255: missing line occurrence; wrong named missing item / line / service date
CLM-8894,1,True,error,,False,not_reviewable,False,7,18914,804,0.002213,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 29881: missing line occurrence; 29881: missing check_documents; wrong named missing item / line / service date
CLM-8894,2,True,error,,False,not_reviewable,False,7,18914,804,0.002213,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 29881: missing line occurrence; 29881: missing check_documents; wrong named missing item / line / service date
CLM-8894,3,True,error,,False,not_reviewable,False,7,18914,804,0.002213,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 29881: missing line occurrence; 29881: missing check_documents; wrong named missing item / line / service date
CLM-8901,1,True,not_recorded,approve_in_principle,False,not_reviewable,False,6,15809,714,0.0018665,execution not completed: not_recorded; wrong decision; expected one actual gated write; missing read/write evidence; missing core coverage evidence; line[0] 45378: wrong status; 45378: missing check_documents; wrong named missing item / line / service date
CLM-8901,2,True,completed,approve_in_principle,False,pending,False,7,18805,1326,0.0024109,wrong decision; missing core coverage evidence; line[0] 45378: wrong status; 45378: missing check_documents; wrong named missing item / line / service date
CLM-8901,3,True,not_recorded,approve_in_principle,False,not_reviewable,False,6,15809,714,0.0018665,execution not completed: not_recorded; wrong decision; expected one actual gated write; missing read/write evidence; missing core coverage evidence; line[0] 45378: wrong status; 45378: missing check_documents; wrong named missing item / line / service date
CLM-8910,1,True,error,,False,not_reviewable,False,6,15790,539,0.0017946,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8910,2,True,error,,False,not_reviewable,False,6,15790,618,0.0018262,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8910,3,True,not_recorded,escalate,False,not_reviewable,False,5,12938,264,0.0013994000000000003,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8917,1,True,not_recorded,escalate,False,not_reviewable,False,5,12985,454,0.0014801000000000003,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8917,2,True,completed_with_tool_issues,escalate,False,not_reviewable,False,7,18915,951,0.0022719000000000003,execution not completed: completed_with_tool_issues; missing or unsuccessful tool trace
CLM-8917,3,True,not_recorded,escalate,False,not_reviewable,False,5,12985,342,0.0014353,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8925,1,True,not_recorded,escalate,False,not_reviewable,False,5,13235,426,0.0014939,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8925,2,True,not_recorded,escalate,False,not_reviewable,False,5,13235,446,0.0015019000000000002,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8925,3,True,not_recorded,escalate,False,not_reviewable,False,5,13235,442,0.0015003000000000002,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8933,1,True,not_recorded,escalate,False,not_reviewable,False,3,7520,197,0.0008308,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8933,2,True,not_recorded,escalate,False,not_reviewable,False,3,7520,197,0.0008308,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8933,3,True,not_recorded,escalate,False,not_reviewable,False,3,7520,197,0.0008308,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8941,1,True,not_recorded,escalate,False,not_reviewable,False,5,13097,534,0.0015233,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8941,2,True,not_recorded,escalate,False,not_reviewable,False,5,13097,535,0.0015237000000000002,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8941,3,True,not_recorded,escalate,False,not_reviewable,False,5,13097,534,0.0015233,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8952,1,True,not_recorded,escalate,False,not_reviewable,False,5,13110,492,0.0015078000000000001,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8952,2,True,not_recorded,escalate,False,not_reviewable,False,5,13110,492,0.0015078000000000001,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8952,3,True,not_recorded,escalate,False,not_reviewable,False,5,13110,482,0.0015038,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8960,1,False,error,,False,not_reviewable,False,7,19375,932,0.0023103000000000004,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 99213: missing line occurrence; line[1] 80053: missing line occurrence; line[2] 70553: missing line occurrence; line[3] 45378: missing line occurrence; wrong approved_total; wrong refused_total
CLM-8971,1,False,error,,False,not_reviewable,False,6,15569,709,0.0018405,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 99213: missing line occurrence; 99213: missing check_documents; wrong approved_total; wrong refused_total
CLM-16001,1,False,error,,False,not_reviewable,False,8,22659,1520,0.0028739000000000004,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; write/final mismatch: decision; write/final mismatch: reason; write/final mismatch: evidence; write/final mismatch: lines; write/final mismatch: approved_total; write/final mismatch: refused_total; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 99213: missing line occurrence; line[1] 31255: missing line occurrence; line[2] 15823: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16002,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,7,18973,1157,0.0023601,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence; missing core coverage evidence
CLM-16003,1,False,error,,False,not_reviewable,False,6,16201,507,0.0018229000000000001,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 45378: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16004,1,False,error,,False,not_reviewable,False,6,16352,1457,0.0022180000000000004,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 99213: missing line occurrence; line[1] 70553: missing line occurrence; line[2] 15823: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16005,1,True,error,,False,not_reviewable,False,8,21806,959,0.0025642000000000004,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 27447: missing line occurrence; wrong named missing item / line / service date
CLM-16005,2,True,error,,False,not_reviewable,False,8,21806,959,0.0025642000000000004,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 27447: missing line occurrence; wrong named missing item / line / service date
CLM-16005,3,True,error,,False,not_reviewable,False,8,21806,952,0.0025614,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 27447: missing line occurrence; wrong named missing item / line / service date
CLM-16101,1,False,error,,False,not_reviewable,False,8,21488,1074,0.0025784000000000002,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 62480: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16102,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,7,18692,1162,0.002334,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-16103,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,7,18530,817,0.0021798,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence; missing core coverage evidence; 27447: missing check_documents
CLM-16104,1,False,stopped,,False,not_reviewable,False,8,22369,1510,0.0028409,execution not completed: stopped; wrong decision; output schema: non-escalation requires every billed line and its disposition; write/final mismatch: decision; write/final mismatch: reason; write/final mismatch: evidence; write/final mismatch: lines; write/final mismatch: approved_total; write/final mismatch: refused_total; missing or unsuccessful tool trace; unsupported evidence citations; wrong line count; line[0] 62480: missing line occurrence; line[1] 27447: missing line occurrence; line[2] 80053: missing line occurrence; wrong approved_total; wrong refused_total
